contact,duration,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,contacts,financial,campaigns,demographic
cellular,212.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,2,1,32
cellular,232.0,-1.8,92.893,-46.2,1.334,5099.1,1005.0,0,1,43
cellular,435.0,-1.8,93.075,-47.1,1.435,5099.1,1002.0,3,1,40
cellular,295.0,-1.8,93.075,-47.1,1.423,5099.1,1004.0,2,1,36
telephone,176.0,-2.9,92.469,-33.6,1.072,5076.2,1000.0,2,1,49
cellular,325.0,-1.8,92.893,-46.2,1.344,5099.1,1001.0,0,1,56
cellular,97.0,-0.1,93.2,-42.0,4.153,5195.8,1001.0,2,1,49
telephone,126.0,-0.1,93.2,-42.0,4.021,5195.8,1000.0,3,1,61
telephone,39.0,1.4,94.465,-41.8,4.866,5228.1,1000.0,0,1,44
cellular,85.0,1.4,93.918,-42.7,4.961,5228.1,1001.0,2,1,42
cellular,50.0,-2.9,92.201,-31.4,0.838,5076.2,1002.0,0,1,90
cellular,78.0,-2.9,92.963,-40.8,1.26,5076.2,1000.0,4,1,66
cellular,391.0,-1.7,94.215,-40.3,0.79,4991.6,997.0,0,3,43
telephone,136.0,1.1,93.994,-36.4,4.864,5191.0,1005.0,0,1,55
cellular,133.0,-2.9,92.201,-31.4,0.838,5076.2,1001.0,2,1,54
cellular,125.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,3,1,51
telephone,644.5,1.1,93.994,-36.4,4.86,5191.0,1000.0,2,1,31
telephone,258.0,1.4,94.465,-41.8,4.959,5228.1,1001.0,2,1,49
telephone,43.0,-0.1,93.2,-42.0,4.021,5195.8,1000.0,2,1,51
telephone,96.0,-1.8,93.075,-47.1,1.365,5099.1,1000.0,2,1,76
telephone,211.0,1.4,94.465,-41.8,4.961,5228.1,1000.0,3,1,32
cellular,112.0,-0.1,93.2,-42.0,4.12,5195.8,1000.0,2,1,48
telephone,109.0,1.1,93.994,-36.4,4.86,5191.0,1000.0,2,1,43
cellular,65.0,1.4,93.444,-36.1,4.968,5228.1,1001.0,0,1,52
telephone,126.0,1.1,93.994,-36.4,4.857,5191.0,1003.0,2,1,37
telephone,197.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,0,1,38
cellular,121.0,-0.1,93.2,-42.0,4.153,5195.8,1000.0,3,1,43
cellular,150.0,1.4,93.444,-36.1,4.968,5228.1,1000.0,4,1,34
cellular,80.0,-2.9,92.963,-40.8,1.262,5076.2,1001.0,2,1,44
telephone,149.0,1.4,94.465,-41.8,4.961,5228.1,1002.0,0,1,36
telephone,132.0,1.1,93.994,-36.4,4.857,5191.0,1005.0,0,1,47
cellular,62.0,-0.1,93.2,-42.0,4.12,5195.8,1003.0,0,1,53
telephone,357.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,1,1,50
telephone,166.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,5,1,64
cellular,139.0,-1.8,92.893,-46.2,1.334,5099.1,1005.0,0,1,54
cellular,105.0,-1.8,92.893,-46.2,1.299,5099.1,1001.0,2,1,50
cellular,264.0,1.4,93.444,-36.1,4.965,5228.1,1005.0,2,1,53
telephone,644.5,1.4,94.465,-41.8,4.959,5228.1,1001.0,4,1,52
cellular,167.0,-1.8,92.893,-46.2,1.281,5099.1,1000.0,0,1,32
telephone,283.0,1.4,94.465,-41.8,4.864,5228.1,1000.0,0,1,34
cellular,203.0,1.4,93.444,-36.1,4.962,5228.1,1001.0,2,1,57
cellular,119.0,-1.8,92.893,-46.2,1.25,5099.1,1004.0,2,1,36
telephone,273.0,1.1,93.994,-36.4,4.858,5191.0,1000.0,2,1,43
cellular,143.0,-1.8,92.893,-46.2,1.266,5099.1,1000.0,2,1,33
cellular,185.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,2,1,44
cellular,378.0,-1.8,92.893,-46.2,1.281,5099.1,1002.0,2,1,38
cellular,366.0,-1.7,94.027,-38.3,0.905,4991.6,997.0,2,5,56
telephone,97.0,1.1,93.994,-36.4,4.859,5191.0,1000.0,1,1,39
telephone,68.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,3,1,62
cellular,46.0,1.4,93.444,-36.1,4.962,5228.1,1001.0,0,1,43
cellular,262.0,-1.8,92.893,-46.2,1.299,5099.1,1002.0,2,1,34
cellular,307.0,-2.9,92.201,-31.4,0.859,5076.2,1000.0,2,1,37
cellular,231.0,-0.1,93.2,-42.0,4.076,5195.8,1000.0,2,1,40
cellular,114.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,5,1,41
cellular,189.0,-1.8,93.075,-47.1,1.405,5099.1,1000.0,0,1,62
cellular,427.0,-3.4,92.431,-26.949999999999992,0.73,5017.5,1001.0,2,1,68
telephone,115.0,1.4,94.465,-41.8,4.961,5228.1,1003.0,2,1,34
cellular,191.0,1.4,93.444,-36.1,4.963,5228.1,1000.0,2,1,46
cellular,318.0,-1.7,94.027,-38.3,0.904,4991.6,997.0,0,4,83
cellular,163.0,-0.1,93.2,-42.0,4.153,5195.8,1002.0,2,1,61
telephone,398.0,1.4,94.465,-41.8,4.961,5228.1,1003.0,2,1,50
cellular,214.0,-1.7,94.215,-40.3,0.81,4991.6,1005.0,2,2,62
cellular,242.0,-1.1,94.601,-49.5,0.982,4963.6,997.0,4,4,35
cellular,644.5,-3.4,92.431,-26.949999999999992,0.74,5017.5,1000.0,4,1,45
telephone,439.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,0,1,34
telephone,300.0,1.4,94.465,-41.8,4.962,5228.1,1002.0,2,1,44
cellular,59.0,1.4,93.918,-42.7,4.961,5228.1,1000.0,0,1,35
cellular,12.0,-1.8,92.893,-46.2,1.291,5099.1,1005.0,3,1,62
telephone,441.0,1.4,94.465,-41.8,4.961,5228.1,1002.0,2,1,65
telephone,60.0,1.1,93.994,-36.4,4.856,5191.0,1005.0,2,1,64
telephone,127.0,1.1,93.994,-36.4,4.859,5191.0,1002.0,3,1,62
telephone,24.0,1.4,94.465,-41.8,4.967,5228.1,1000.0,0,1,39
cellular,174.0,1.4,93.918,-42.7,4.961,5228.1,1005.0,5,1,50
telephone,177.0,1.1,93.994,-36.4,4.864,5191.0,1000.0,0,1,55
cellular,165.0,-1.8,92.893,-46.2,1.244,5099.1,1000.0,2,1,30
cellular,567.0,-1.1,94.601,-49.5,1.0,4963.6,997.0,4,3,76
telephone,102.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,0,1,53
telephone,521.0,1.4,94.465,-41.8,4.961,5228.1,1000.0,0,1,48
cellular,187.0,1.4,93.918,-42.7,4.958,5228.1,1000.0,1,1,42
cellular,143.0,-1.8,92.893,-46.2,1.344,5099.1,1001.0,2,1,35
cellular,187.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,0,1,50
cellular,72.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,0,1,73
telephone,152.0,1.4,94.465,-41.8,4.959,5228.1,1005.0,0,1,50
cellular,158.0,-1.8,93.075,-47.1,1.405,5099.1,997.0,2,3,60
telephone,417.0,1.1,93.994,-36.4,4.86,5191.0,1001.0,0,1,64
telephone,174.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,5,1,62
cellular,644.5,1.4,93.918,-42.7,4.96,5228.1,1002.0,1,1,48
telephone,562.0,1.4,94.465,-41.8,4.967,5228.1,1001.0,2,1,48
cellular,101.0,1.4,93.444,-36.1,4.964,5228.1,1003.0,0,1,43
telephone,116.0,-1.8,93.075,-47.1,1.405,5099.1,1000.0,2,1,42
cellular,186.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,2,1,48
telephone,243.0,1.4,94.465,-41.8,4.866,5228.1,1000.0,2,1,58
cellular,11.0,1.4,93.918,-42.7,4.963,5228.1,1005.0,2,1,42
telephone,109.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,2,1,32
cellular,142.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,0,1,63
cellular,160.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,0,1,40
cellular,425.0,1.4,93.444,-36.1,4.965,5228.1,1001.0,1,1,46
cellular,111.0,-2.9,92.201,-31.4,0.884,5076.2,1001.0,2,1,47
telephone,404.0,1.4,94.465,-41.8,4.967,5228.1,1002.0,0,1,47
cellular,419.0,1.4,93.444,-36.1,4.968,5228.1,1002.0,2,1,40
telephone,39.0,1.4,94.465,-41.8,4.959,5228.1,1004.0,3,1,53
cellular,297.0,-1.8,93.075,-47.1,1.479,5099.1,1001.0,2,1,33
cellular,271.0,-1.8,92.893,-46.2,1.291,5099.1,1000.0,4,1,50
cellular,218.0,1.4,93.444,-36.1,4.966,5228.1,1003.0,0,1,52
cellular,234.0,1.4,93.918,-42.7,4.958,5228.1,1000.0,0,1,43
telephone,27.0,1.1,93.994,-36.4,4.859,5191.0,1001.0,1,1,67
telephone,198.0,1.1,93.994,-36.4,4.864,5191.0,1000.0,2,1,46
telephone,644.5,1.4,94.465,-41.8,4.962,5228.1,1000.0,2,1,42
cellular,324.0,1.4,93.918,-42.7,4.963,5228.1,1001.0,2,1,40
cellular,262.0,1.4,93.444,-36.1,4.965,5228.1,1002.0,0,1,51
cellular,91.0,-1.8,93.075,-47.1,1.453,5099.1,1001.0,0,1,41
cellular,59.0,-3.4,92.431,-26.949999999999992,0.737,5017.5,1001.0,2,1,45
cellular,68.0,-0.1,93.2,-42.0,4.191,5195.8,1002.0,1,1,43
cellular,69.0,1.4,93.444,-36.1,4.966,5228.1,1001.0,3,1,50
telephone,644.5,-1.8,92.893,-46.2,1.327,5099.1,1001.0,0,1,40
telephone,644.5,1.1,93.994,-36.4,4.859,5191.0,1000.0,2,1,32
cellular,525.0,-1.8,92.893,-46.2,1.244,5099.1,1000.0,4,1,54
telephone,183.0,1.4,94.465,-41.8,4.959,5228.1,1005.0,0,1,51
cellular,644.5,-1.8,93.075,-47.1,1.405,5099.1,1001.0,2,1,51
telephone,345.0,1.4,94.465,-41.8,4.961,5228.1,1001.0,0,1,69
cellular,154.0,-0.1,93.2,-42.0,4.12,5195.8,1001.0,3,1,35
telephone,392.0,1.4,94.465,-41.8,4.947,5228.1,1003.0,0,1,51
cellular,68.0,-1.8,92.893,-46.2,1.334,5099.1,1000.0,3,1,52
telephone,466.0,1.4,94.465,-41.8,4.865,5228.1,1001.0,1,1,46
cellular,41.0,-0.1,93.2,-42.0,4.153,5195.8,1000.0,0,1,40
telephone,183.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,2,1,45
cellular,172.0,-1.8,92.893,-46.2,1.354,5099.1,1002.0,2,1,60
cellular,384.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,2,1,39
telephone,103.0,-3.4,92.379,-29.8,0.771,5017.5,1001.0,2,1,43
cellular,133.0,-1.8,93.075,-47.1,1.435,5099.1,1000.0,2,1,63
cellular,108.0,-2.9,92.963,-40.8,1.099,5076.2,1000.0,2,1,46
cellular,11.0,-1.8,92.893,-46.2,1.25,5099.1,1004.0,2,1,41
cellular,51.0,1.4,93.444,-36.1,4.968,5228.1,1001.0,4,1,40
telephone,121.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,3,1,71
cellular,70.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,2,1,64
cellular,63.0,-0.1,93.2,-42.0,4.153,5195.8,1001.0,1,1,59
telephone,644.5,1.1,93.994,-36.4,4.856,5191.0,1000.0,1,1,55
telephone,184.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,2,1,35
telephone,43.0,1.1,93.994,-36.4,4.855,5191.0,1001.0,0,1,43
cellular,326.0,-1.8,92.893,-46.2,1.266,5099.1,1000.0,2,1,45
cellular,644.5,-1.8,93.075,-47.1,1.365,5099.1,1003.0,2,2,44
cellular,434.0,-1.8,93.075,-47.1,1.405,5099.1,1000.0,2,1,51
cellular,176.0,-1.8,92.893,-46.2,1.327,5099.1,1000.0,0,1,58
telephone,35.0,-0.1,93.2,-42.0,4.076,5195.8,1000.0,0,1,43
cellular,59.0,1.4,93.918,-42.7,4.958,5228.1,1000.0,1,1,59
telephone,101.0,1.1,93.994,-36.4,4.864,5191.0,1005.0,0,1,45
cellular,317.0,-1.8,93.749,-34.6,0.638,5008.7,997.0,0,3,35
cellular,116.0,1.4,93.444,-36.1,4.964,5228.1,1004.0,1,1,65
cellular,439.0,1.4,93.918,-42.7,4.963,5228.1,1001.0,0,1,37
telephone,404.0,1.4,94.465,-41.8,4.864,5228.1,1003.0,2,1,41
cellular,211.0,-1.8,92.893,-46.2,1.344,5099.1,1001.0,2,1,55
cellular,532.0,1.4,93.918,-42.7,4.961,5228.1,1000.0,5,1,34
cellular,464.0,-1.8,93.075,-47.1,1.435,5099.1,1000.0,2,1,51
cellular,269.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,0,1,30
cellular,644.5,1.4,93.444,-36.1,4.963,5228.1,1005.0,2,1,57
cellular,99.0,1.4,93.444,-36.1,4.965,5228.1,1001.0,2,1,49
telephone,204.0,1.1,93.994,-36.4,4.858,5191.0,1000.0,2,1,47
cellular,71.0,1.4,93.444,-36.1,4.967,5228.1,1000.0,2,1,46
telephone,92.0,1.4,94.465,-41.8,4.866,5228.1,1000.0,0,1,39
cellular,644.5,1.4,93.918,-42.7,4.961,5228.1,1001.0,2,1,36
cellular,644.5,1.4,93.918,-42.7,4.968,5228.1,1003.0,2,1,40
cellular,56.0,1.4,93.918,-42.7,4.961,5228.1,1002.0,2,1,57
telephone,384.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,0,1,37
telephone,409.0,1.1,93.994,-36.4,4.855,5191.0,1002.0,1,1,71
cellular,27.0,-1.8,93.075,-47.1,1.365,5099.1,1002.0,0,2,57
telephone,21.0,1.4,94.465,-41.8,4.959,5228.1,1002.0,2,1,40
cellular,501.0,-0.1,93.2,-42.0,4.12,5195.8,1001.0,2,1,65
telephone,208.0,1.4,94.465,-41.8,4.962,5228.1,1000.0,4,1,40
telephone,26.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,1,1,36
cellular,121.0,-1.8,93.075,-47.1,1.483,5099.1,1001.0,0,1,50
cellular,644.5,1.4,93.918,-42.7,4.962,5228.1,1001.0,2,1,70
cellular,240.0,-0.1,93.2,-42.0,4.021,5195.8,1002.0,0,1,63
cellular,170.0,-1.8,92.893,-46.2,1.313,5099.1,1003.0,4,1,57
telephone,644.5,-1.8,92.893,-46.2,1.266,5099.1,1000.0,0,1,40
cellular,194.0,1.4,93.444,-36.1,4.963,5228.1,1001.0,0,1,54
cellular,54.0,-0.1,93.2,-42.0,4.12,5195.8,1000.0,0,1,36
cellular,139.0,-1.8,92.893,-46.2,1.344,5099.1,1001.0,3,1,42
cellular,454.0,-1.8,92.893,-46.2,1.25,5099.1,1000.0,0,1,61
telephone,37.0,1.4,93.444,-36.1,4.962,5228.1,1003.0,4,1,52
cellular,340.0,-1.8,92.893,-46.2,1.313,5099.1,1002.0,3,1,32
telephone,72.0,1.1,93.994,-36.4,4.856,5191.0,1004.0,1,1,56
telephone,420.0,1.1,93.994,-36.4,4.86,5191.0,1003.0,0,1,42
cellular,38.0,-0.1,93.2,-42.0,4.191,5195.8,1001.0,2,1,49
telephone,339.0,1.1,93.994,-36.4,4.855,5191.0,1001.0,2,1,45
cellular,89.0,1.4,93.918,-42.7,4.961,5228.1,1001.0,2,1,67
cellular,398.0,1.4,93.444,-36.1,4.966,5228.1,1001.0,0,1,46
cellular,189.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,3,1,57
telephone,216.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,0,1,56
cellular,157.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,2,1,47
cellular,253.0,-1.8,92.893,-46.2,1.327,5099.1,1003.0,2,1,63
cellular,276.0,-1.7,94.215,-40.3,0.84,4991.6,1000.0,2,1,37
telephone,162.0,1.4,94.465,-41.8,4.96,5228.1,1000.0,2,1,54
cellular,328.0,1.4,93.918,-42.7,4.961,5228.1,1001.0,0,1,62
cellular,427.0,-1.8,93.075,-47.1,1.41,5099.1,1001.0,3,1,48
cellular,159.0,-1.8,92.893,-46.2,1.266,5099.1,1002.0,2,1,39
cellular,263.0,-1.1,94.199,-37.5,0.879,4963.6,1000.0,0,1,80
cellular,143.0,-1.8,92.893,-46.2,1.244,5099.1,1000.0,0,1,57
cellular,287.0,-0.1,93.2,-42.0,4.076,5195.8,1001.0,2,1,44
cellular,293.0,-0.1,93.2,-42.0,4.076,5195.8,1000.0,2,1,36
telephone,331.0,1.1,93.994,-36.4,4.855,5191.0,1001.0,5,1,41
cellular,644.5,1.4,93.918,-42.7,4.962,5228.1,1001.0,3,1,52
telephone,347.0,1.1,93.994,-36.4,4.86,5191.0,1003.0,2,1,49
cellular,168.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,1,1,47
telephone,168.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,5,1,62
cellular,136.0,1.4,93.918,-42.7,4.963,5228.1,1005.0,2,1,40
cellular,156.0,-1.8,92.893,-46.2,1.299,5099.1,1005.0,2,1,46
cellular,102.0,-0.1,93.2,-42.0,4.021,5195.8,1000.0,2,1,41
cellular,72.0,-1.8,93.075,-47.1,1.405,5099.1,1002.0,2,1,51
telephone,285.0,1.4,93.918,-42.7,4.961,5228.1,1002.0,0,1,35
cellular,125.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,2,1,46
telephone,351.0,-2.9,92.963,-40.8,1.26,5076.2,1005.0,2,1,43
telephone,102.0,1.1,93.994,-36.4,4.86,5191.0,1002.0,3,1,43
cellular,63.0,-1.8,92.843,-50.0,1.757,5099.1,1001.0,4,1,53
cellular,445.0,1.4,93.444,-36.1,4.963,5228.1,1001.0,1,1,50
cellular,112.0,1.4,93.444,-36.1,4.966,5228.1,1000.0,0,1,52
cellular,291.0,-1.8,92.893,-46.2,1.266,5099.1,1001.0,2,1,31
cellular,264.0,-1.8,92.893,-46.2,1.259,5099.1,1002.0,0,1,38
cellular,252.0,1.4,93.918,-42.7,4.96,5228.1,1000.0,1,1,30
cellular,474.0,-1.8,92.893,-46.2,1.299,5099.1,997.0,0,3,52
telephone,91.0,1.4,94.465,-41.8,4.958,5228.1,1001.0,0,1,35
cellular,28.0,-0.1,93.2,-42.0,4.021,5195.8,1003.0,2,1,41
cellular,141.0,1.4,93.444,-36.1,4.963,5228.1,1002.0,4,1,37
cellular,16.0,-1.8,92.893,-46.2,1.25,5099.1,1005.0,0,1,38
cellular,463.0,-1.1,94.199,-37.5,0.879,4963.6,1000.0,2,1,50
cellular,172.0,-2.9,92.201,-31.4,0.869,5076.2,1003.0,0,1,75
telephone,105.0,1.1,93.994,-36.4,4.856,5191.0,1001.0,0,1,60
cellular,259.0,-1.8,92.893,-46.2,1.25,5099.1,1002.0,3,1,58
cellular,154.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,0,1,56
telephone,385.0,1.4,94.465,-41.8,4.947,5228.1,1000.0,1,1,44
telephone,151.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,3,1,66
cellular,138.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,2,1,69
cellular,644.5,-1.8,92.893,-46.2,1.266,5099.1,1000.0,0,1,38
telephone,182.0,1.4,94.465,-41.8,4.866,5228.1,1000.0,1,1,52
cellular,273.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,2,1,40
telephone,644.5,-2.9,92.201,-31.4,0.884,5076.2,1001.0,2,1,51
cellular,193.0,1.4,93.444,-36.1,4.966,5228.1,1000.0,2,1,41
cellular,148.0,1.4,93.444,-36.1,4.964,5228.1,1005.0,0,1,64
telephone,159.0,1.4,94.465,-41.8,4.961,5228.1,1000.0,0,1,50
telephone,644.5,1.1,93.994,-36.4,4.857,5191.0,1003.0,4,1,38
cellular,56.0,1.4,93.444,-36.1,4.964,5228.1,1001.0,0,1,47
cellular,554.0,-3.0,92.713,-33.0,0.707,5023.5,1000.0,0,1,42
cellular,210.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,1,1,58
cellular,87.0,-1.8,92.893,-46.2,1.281,5099.1,1000.0,4,1,46
cellular,66.0,-3.4,92.649,-30.1,0.714,5017.5,1001.0,0,1,45
cellular,174.0,-1.8,92.843,-50.0,1.56,5099.1,1002.0,4,1,37
cellular,122.0,-0.1,93.2,-42.0,4.12,5195.8,1001.0,2,1,40
cellular,180.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,0,1,39
cellular,136.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,1,1,35
cellular,174.0,-1.8,92.893,-46.2,1.327,5099.1,1003.0,2,1,54
cellular,333.0,1.4,93.918,-42.7,4.96,5228.1,1001.0,2,1,37
cellular,173.0,-1.1,94.199,-37.5,0.879,4963.6,1000.0,2,1,44
cellular,644.5,1.4,93.444,-36.1,4.965,5228.1,1005.0,3,1,58
cellular,609.0,-1.8,92.893,-46.2,1.327,5099.1,997.0,4,3,42
cellular,89.0,-1.8,92.893,-46.2,1.259,5099.1,1000.0,4,1,42
cellular,56.0,-1.8,92.893,-46.2,1.266,5099.1,1002.0,2,1,53
cellular,97.0,1.4,93.444,-36.1,4.963,5228.1,1005.0,0,1,37
cellular,236.0,-1.8,93.876,-40.0,0.682,5008.7,997.0,2,4,64
cellular,67.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,2,1,38
telephone,183.0,1.4,94.465,-41.8,4.967,5228.1,1000.0,0,1,37
cellular,259.0,1.4,93.918,-42.7,4.957,5228.1,1002.0,2,1,37
cellular,69.0,-0.1,93.2,-42.0,4.153,5195.8,1001.0,4,1,46
cellular,595.0,1.4,93.444,-36.1,4.963,5228.1,1005.0,5,1,66
cellular,271.0,-0.1,93.2,-42.0,4.153,5195.8,1001.0,2,1,55
cellular,471.0,1.4,93.918,-42.7,4.96,5228.1,1001.0,2,1,29
cellular,139.0,-1.8,92.893,-46.2,1.266,5099.1,997.0,2,3,41
cellular,293.0,-1.8,92.893,-46.2,1.334,5099.1,1001.0,3,1,50
cellular,17.0,1.4,93.918,-42.7,4.968,5228.1,1005.0,2,1,29
cellular,84.0,-1.8,92.843,-50.0,1.757,5099.1,1000.0,0,1,53
telephone,329.0,1.1,93.994,-36.4,4.859,5191.0,1000.0,1,1,34
cellular,133.0,1.4,93.444,-36.1,4.967,5228.1,1000.0,2,1,51
cellular,96.0,-3.4,92.379,-29.8,0.773,5017.5,1001.0,2,1,79
cellular,236.0,1.4,93.918,-42.7,4.96,5228.1,1000.0,3,1,56
cellular,164.0,1.4,93.444,-36.1,4.965,5228.1,1001.0,0,1,69
cellular,173.0,-1.8,92.893,-46.2,1.281,5099.1,1001.0,2,1,34
cellular,70.0,-2.9,92.201,-31.4,0.881,5076.2,1000.0,0,1,36
telephone,425.0,1.1,93.994,-36.4,4.855,5191.0,1005.0,0,1,71
cellular,158.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,4,1,45
cellular,159.0,-1.1,94.767,-50.8,1.05,4963.6,997.0,2,5,55
cellular,207.0,-2.9,92.469,-33.6,1.048,5076.2,1001.0,2,1,38
telephone,132.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,0,1,70
cellular,644.5,1.4,93.918,-42.7,4.958,5228.1,1000.0,0,1,35
telephone,9.0,1.4,94.465,-41.8,4.959,5228.1,1005.0,4,1,48
cellular,96.0,-1.8,92.893,-46.2,1.327,5099.1,1003.0,4,1,38
cellular,585.0,-1.8,92.893,-46.2,1.334,5099.1,1002.0,3,1,42
telephone,59.0,1.4,94.465,-41.8,4.865,5228.1,1002.0,0,1,50
cellular,75.0,-1.8,93.075,-47.1,1.405,5099.1,1000.0,2,1,53
cellular,427.0,-1.7,94.215,-40.3,0.884,4991.6,1002.0,2,1,67
cellular,246.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,0,1,35
telephone,388.0,1.1,93.994,-36.4,4.86,5191.0,1001.0,0,1,45
cellular,192.0,-1.7,94.027,-38.3,0.899,4991.6,1002.0,2,2,72
cellular,178.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,0,1,30
cellular,156.0,-1.8,93.075,-47.1,1.41,5099.1,997.0,1,3,48
telephone,161.0,1.4,94.465,-41.8,4.958,5228.1,1001.0,2,1,39
telephone,236.0,1.4,94.465,-41.8,4.967,5228.1,1005.0,0,1,48
telephone,8.0,-1.8,92.893,-46.2,1.25,5099.1,1005.0,2,1,44
cellular,52.0,1.4,93.918,-42.7,4.963,5228.1,1004.0,2,1,68
cellular,453.0,-1.8,93.075,-47.1,1.41,5099.1,1001.0,2,1,54
telephone,305.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,2,1,59
cellular,396.0,1.4,93.444,-36.1,4.963,5228.1,1000.0,0,1,48
cellular,299.0,-1.8,93.075,-47.1,1.453,5099.1,1000.0,2,1,31
cellular,331.0,-0.1,93.2,-42.0,4.153,5195.8,1001.0,3,1,48
cellular,83.0,-1.8,92.893,-46.2,1.281,5099.1,1001.0,2,1,53
cellular,155.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,0,1,47
telephone,122.0,1.4,94.465,-41.8,4.961,5228.1,1000.0,3,1,56
telephone,145.0,1.4,93.444,-36.1,4.963,5228.1,1000.0,2,1,51
cellular,174.0,-1.8,92.893,-46.2,1.264,5099.1,1001.0,0,1,32
telephone,443.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,0,1,54
cellular,644.5,-1.8,92.893,-46.2,1.327,5099.1,1000.0,5,1,52
cellular,214.0,-0.1,93.2,-42.0,4.153,5195.8,1001.0,1,1,51
telephone,202.0,1.4,94.465,-41.8,4.864,5228.1,1000.0,2,1,44
telephone,229.0,1.4,93.918,-42.7,4.96,5228.1,1004.0,3,1,34
telephone,379.0,1.4,93.918,-42.7,4.962,5228.1,1002.0,5,1,54
telephone,157.0,1.4,94.465,-41.8,4.959,5228.1,1005.0,1,1,36
cellular,290.0,1.4,93.918,-42.7,4.963,5228.1,1001.0,2,1,42
telephone,244.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,0,1,42
cellular,644.5,1.4,93.918,-42.7,4.96,5228.1,1003.0,2,1,40
cellular,117.0,-1.8,92.893,-46.2,1.266,5099.1,1003.0,2,1,46
telephone,255.0,1.4,94.465,-41.8,4.865,5228.1,1002.0,1,1,46
cellular,188.0,-2.9,92.201,-31.4,0.838,5076.2,1002.0,0,1,56
cellular,210.0,1.4,93.444,-36.1,4.965,5228.1,1002.0,3,1,53
cellular,167.0,-1.7,94.215,-40.3,0.893,4991.6,997.0,2,3,44
telephone,85.0,1.4,93.918,-42.7,4.963,5228.1,1005.0,4,1,38
cellular,120.0,1.4,93.444,-36.1,4.966,5228.1,1002.0,2,1,52
telephone,420.0,1.4,94.465,-41.8,4.866,5228.1,1003.0,1,1,35
telephone,64.0,1.1,93.994,-36.4,4.857,5191.0,1002.0,2,1,43
telephone,188.0,1.1,93.994,-36.4,4.856,5191.0,1001.0,2,1,43
cellular,99.0,-1.8,92.893,-46.2,1.291,5099.1,1001.0,4,1,52
cellular,68.0,-1.8,92.893,-46.2,1.25,5099.1,1004.0,4,1,35
cellular,151.0,-0.1,93.2,-42.0,4.191,5195.8,1003.0,4,1,45
telephone,425.0,-1.7,94.027,-38.3,0.903,4991.6,997.0,4,4,68
cellular,259.0,1.4,93.918,-42.7,4.958,5228.1,1000.0,3,1,29
telephone,161.0,1.1,93.994,-36.4,4.857,5191.0,1002.0,2,1,51
telephone,190.0,1.1,93.994,-36.4,4.856,5191.0,1001.0,0,1,42
cellular,96.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,0,1,45
cellular,47.0,1.4,93.918,-42.7,4.96,5228.1,1001.0,3,1,32
telephone,100.0,1.4,94.465,-41.8,4.962,5228.1,1003.0,3,1,40
